Date,Sender,Message
2024-12-06 07:19:21+00:00,-1001797363099,"📌ACCOUNT HENDELING SERVICE📌
Dear Trader If Losses By Self Trading Then Stop 🛑

We Are Handel Your Account And Give You Profit...50% Sharing Daily 

Our Team Members Have Good Experience Last 8 Year In Handling..

🌐 Contact :-👇👇

https://wa.me/+918233866525/?text=*ACCOUNT_HANDLE*

🔰Every Expiry Capital Double Trade ⚠️ Risk Only 5%

00 ADVANCE SECURITY FEES 
---------------------------------------------------  
  🌐  CAPITAL   |    PROFIT 🌐
      ---------------------------------------
  📌 ₹40,000      |    ₹10k To 15k
---------------------------------------------------
  📌  ₹60,000      |    ₹15k To 20k
---------------------------------------------------
  📌 ₹1,00,000   |    ₹25k To 30k
---------------------------------------------------
  📌 ₹2,00,000   |    ₹50k To 70k
---------------------------------------------------
  📌  ₹5,00,000   |    ₹120k To💯 k
--------------------------------------------------"
2024-12-06 04:00:43+00:00,-1001797363099,"Sensex premium is decay, do not trade in Sensex"
2024-12-06 03:58:42+00:00,-1001797363099,34k BTST TRADE ACCOUNT HANDLING PROFIT RUNNING 🥳🥳💫💫
2024-12-06 03:57:34+00:00,-1001797363099,27k BTST TRADE ACCOUNT HANDLING PROFIT RUNNING ✅
2024-12-06 03:56:52+00:00,-1001797363099,16k BTST TRADE ACCOUNT HANDLING PROFIT RUNNING 🥳🥳💫💫
2024-12-06 03:55:04+00:00,-1001797363099,FIRST TARGET DONE' ✅
2024-12-06 03:54:55+00:00,-1001797363099,450🤑🤑🤑
2024-12-06 03:54:49+00:00,-1001797363099,440🤑🤑🤑
2024-12-06 03:54:40+00:00,-1001797363099,430🤑🤑🤑
2024-12-06 03:54:34+00:00,-1001797363099,420🤑🤑🤑
2024-12-06 03:54:28+00:00,-1001797363099,410🤑🤑🤑
2024-12-06 03:53:39+00:00,-1001797363099,Sorry 81700
2024-12-06 03:51:58+00:00,-1001797363099,"BUY SENSEX  81700 CE 

ABOVE - 400 

Target - 450 500 600+++"
2024-12-06 03:49:28+00:00,-1001797363099,sensex current chart pre market
2024-12-06 03:41:36+00:00,-1001797363099,Something great
2024-12-06 03:41:36+00:00,-1001797363099,"nifty AT neckline, and also golden fib retrachemnt area. sometime you need to be catious at this level."
2024-12-06 03:41:35+00:00,-1001797363099,banknifty 5min pre market
2024-12-06 03:41:35+00:00,-1001797363099,PRE MARKET UPDATE CHECK GLOBAL MARKET
2024-12-06 03:41:35+00:00,-1001797363099,"FII&DII DATA:- 5-12-2024

FII Buy NET 👉8539.91 Cr. 

DII Sell NET 👉2303.64 Cr."
2024-12-06 02:16:03+00:00,-1001797363099,"GOOD MORNING TRADERS ❤️

HAVE A PROFITABLE DAY 🎉"
2024-12-05 09:13:49+00:00,-1001797363099,"PROFIT DOUBLE ⏩⏩

JACKPOT UD GYA 💫🥳🥳🥳"
2024-12-05 08:15:49+00:00,-1001797363099,LIVE ACCOUNT HANDLING PROFIT PROOF 🥳🥳🥳🥳🥳
2024-12-05 07:49:38+00:00,-1001797363099,
2024-12-05 07:49:38+00:00,-1001797363099,
2024-12-05 07:49:38+00:00,-1001797363099,
2024-12-05 07:49:38+00:00,-1001797363099,
2024-12-05 07:49:38+00:00,-1001797363099,
2024-12-05 07:49:38+00:00,-1001797363099,"TODAY OUR PREMIUM GROUP PROFIT BOOKING 🇮🇳🇮🇳

NIFTY 2 TRADE TGT DONE  105 POINT ✅✅

BANKNIFTY 60-70 POINT ✅✅

JOIN US FOR WINNING 🏆🏆

📚📚📊📊🎯🎯✅✅"
2024-12-05 07:35:01+00:00,-1001797363099,58k ACCOUNT HANDLING PROFIT DONE ✅
2024-12-05 07:34:50+00:00,-1001797363099,32k ACCOUNT HANDLING PROFIT DONE ✅
2024-12-05 07:34:26+00:00,-1001797363099,31k ACCOUNT HANDLING PROFIT DONE ✅
2024-12-05 07:33:50+00:00,-1001797363099,13k ACCOUNT HANDLING PROFIT DONE ✅
2024-12-05 07:22:17+00:00,-1001797363099,28k ACCOUNT HANDLING PROFIT DONE ✅
2024-12-05 07:21:57+00:00,-1001797363099,15k ACCOUNT HANDLING PROFIT ✅💯
2024-12-05 07:21:38+00:00,-1001797363099,12k ACCOUNT HANDLING PROFIT DONE ✅
2024-12-05 05:46:04+00:00,-1001797363099,
